#
PriLevel,SecLevel,Trigger,Sync,ToothTime,Time
Flag,Flag,Flag,Flag,ms,ms
MARK 000
0.0,0.0,0.0,1.0,3.031,92810.484
1.0,1.0,0.0,1.0,4.935,92815.42
1.0,0.0,1.0,1.0,2.421,92817.84
0.0,0.0,0.0,1.0,0.628,92818.47
1.0,0.0,0.0,1.0,4.936,92823.41
0.0,0.0,0.0,1.0,3.030,92826.44
1.0,1.0,0.0,1.0,4.944,92831.38
0.0,1.0,0.0,1.0,3.045,92834.43
0.0,0.0,1.0,1.0,2.530,92836.96
1.0,0.0,0.0,1.0,2.431,92839.39
0.0,0.0,0.0,1.0,3.048,92842.44
1.0,1.0,0.0,1.0,4.948,92847.38
1.0,0.0,1.0,1.0,2.433,92849.81
0.0,0.0,0.0,1.0,0.630,92850.445
1.0,0.0,0.0,1.0,4.953,92855.4
0.0,0.0,0.0,1.0,3.032,92858.43
1.0,1.0,0.0,1.0,4.983,92863.414
0.0,1.0,0.0,1.0,3.046,92866.46
0.0,0.0,1.0,1.0,2.546,92869.01
1.0,0.0,0.0,1.0,2.441,92871.445
0.0,0.0,0.0,1.0,3.036,92874.484
1.0,1.0,0.0,1.0,4.976,92879.46
1.0,0.0,1.0,1.0,2.446,92881.91
0.0,0.0,0.0,1.0,0.634,92882.54
1.0,0.0,0.0,1.0,4.957,92887.49
0.0,0.0,0.0,1.0,3.053,92890.55
1.0,1.0,0.0,1.0,4.967,92895.516
0.0,1.0,0.0,1.0,3.054,92898.57
0.0,0.0,1.0,1.0,2.552,92901.125
1.0,0.0,0.0,1.0,2.441,92903.56
0.0,0.0,0.0,1.0,3.072,92906.63
1.0,1.0,0.0,1.0,4.967,92911.6
1.0,0.0,1.0,1.0,2.445,92914.05
0.0,0.0,0.0,1.0,0.636,92914.68
1.0,0.0,0.0,1.0,4.972,92919.65
0.0,0.0,0.0,1.0,3.064,92922.71
1.0,1.0,0.0,1.0,4.974,92927.69
0.0,1.0,0.0,1.0,3.056,92930.74
0.0,0.0,1.0,1.0,2.561,92933.305
1.0,0.0,0.0,1.0,2.442,92935.75
0.0,0.0,0.0,1.0,3.061,92938.81
1.0,1.0,0.0,1.0,4.991,92943.805
1.0,0.0,1.0,1.0,2.457,92946.26
0.0,0.0,0.0,1.0,0.638,92946.9
1.0,0.0,0.0,1.0,4.974,92951.875
0.0,0.0,0.0,1.0,3.087,92954.96
1.0,1.0,0.0,1.0,4.976,92959.94
0.0,1.0,0.0,1.0,3.066,92963.0
0.0,0.0,1.0,1.0,2.570,92965.57
1.0,0.0,0.0,1.0,2.443,92968.016
0.0,0.0,0.0,1.0,3.078,92971.09
1.0,1.0,0.0,1.0,4.993,92976.086
1.0,0.0,1.0,1.0,2.462,92978.55
0.0,0.0,0.0,1.0,0.638,92979.19
1.0,0.0,0.0,1.0,4.988,92984.17
0.0,0.0,0.0,1.0,3.078,92987.25
1.0,1.0,0.0,1.0,4.987,92992.234
0.0,1.0,0.0,1.0,3.095,92995.33
0.0,0.0,1.0,1.0,2.550,92997.875
1.0,0.0,0.0,1.0,2.453,93000.33
0.0,0.0,0.0,1.0,3.093,93003.42
1.0,1.0,0.0,1.0,4.995,93008.414
1.0,0.0,1.0,1.0,2.472,93010.88
0.0,0.0,0.0,1.0,0.643,93011.52
1.0,0.0,0.0,1.0,5.001,93016.52
0.0,0.0,0.0,1.0,3.077,93019.6
1.0,1.0,0.0,1.0,5.010,93024.61
MARK 066
1.0,1.0,0.0,1.0,86.269,93110.875
1.0,0.0,1.0,1.0,2.594,93113.47
0.0,0.0,0.0,1.0,0.678,93114.15
1.0,0.0,0.0,1.0,5.251,93119.4
0.0,0.0,0.0,1.0,3.263,93122.664
1.0,1.0,0.0,1.0,5.236,93127.9
0.0,1.0,0.0,1.0,3.262,93131.164
0.0,0.0,1.0,1.0,2.684,93133.84
1.0,0.0,0.0,1.0,2.577,93136.42
0.0,0.0,0.0,1.0,3.270,93139.695
1.0,1.0,0.0,1.0,5.247,93144.945
1.0,0.0,1.0,1.0,2.596,93147.54
0.0,0.0,0.0,1.0,0.678,93148.22
1.0,0.0,0.0,1.0,5.263,93153.484
0.0,0.0,0.0,1.0,3.252,93156.734
1.0,1.0,0.0,1.0,5.267,93162.0
0.0,1.0,0.0,1.0,3.268,93165.266
0.0,0.0,1.0,1.0,2.693,93167.96
1.0,0.0,0.0,1.0,2.579,93170.54
0.0,0.0,0.0,1.0,3.281,93173.82
1.0,1.0,0.0,1.0,5.252,93179.07
1.0,0.0,1.0,1.0,2.598,93181.67
0.0,0.0,0.0,1.0,0.678,93182.35
1.0,0.0,0.0,1.0,5.267,93187.62
0.0,0.0,0.0,1.0,3.266,93190.88
1.0,1.0,0.0,1.0,5.265,93196.15
0.0,1.0,0.0,1.0,3.280,93199.43
0.0,0.0,1.0,1.0,2.690,93202.12
1.0,0.0,0.0,1.0,2.589,93204.7
0.0,0.0,0.0,1.0,3.277,93207.98
1.0,1.0,0.0,1.0,5.265,93213.24
1.0,0.0,1.0,1.0,2.600,93215.84
0.0,0.0,0.0,1.0,0.679,93216.52
1.0,0.0,0.0,1.0,5.277,93221.8
0.0,0.0,0.0,1.0,3.264,93225.06
1.0,1.0,0.0,1.0,5.281,93230.34
0.0,1.0,0.0,1.0,3.286,93233.63
0.0,0.0,1.0,1.0,2.692,93236.33
1.0,0.0,0.0,1.0,2.594,93238.92
0.0,0.0,0.0,1.0,3.287,93242.21
1.0,1.0,0.0,1.0,5.278,93247.49
1.0,0.0,1.0,1.0,2.611,93250.1
0.0,0.0,0.0,1.0,0.681,93250.78
1.0,0.0,0.0,1.0,5.296,93256.08
0.0,0.0,0.0,1.0,3.276,93259.35
1.0,1.0,0.0,1.0,5.316,93264.664
0.0,1.0,0.0,1.0,3.293,93267.95
0.0,0.0,1.0,1.0,2.717,93270.67
1.0,0.0,0.0,1.0,2.604,93273.27
0.0,0.0,0.0,1.0,3.304,93276.58
1.0,1.0,0.0,1.0,5.304,93281.88
1.0,0.0,1.0,1.0,2.622,93284.51
0.0,0.0,0.0,1.0,0.684,93285.195
1.0,0.0,0.0,1.0,5.303,93290.5
0.0,0.0,0.0,1.0,3.298,93293.8
1.0,1.0,0.0,1.0,5.318,93299.12
0.0,1.0,0.0,1.0,3.311,93302.43
0.0,0.0,1.0,1.0,2.707,93305.14
1.0,0.0,0.0,1.0,2.614,93307.76
0.0,0.0,0.0,1.0,3.318,93311.08
1.0,1.0,0.0,1.0,5.298,93316.375
1.0,0.0,1.0,1.0,2.616,93318.99
0.0,0.0,0.0,1.0,0.684,93319.68
1.0,0.0,0.0,1.0,5.318,93325.0
0.0,0.0,0.0,1.0,3.287,93328.29
1.0,1.0,0.0,1.0,5.314,93333.6
0.0,1.0,0.0,1.0,3.294,93336.9
0.0,0.0,1.0,1.0,2.705,93339.6
1.0,0.0,0.0,1.0,2.600,93342.2
0.0,0.0,0.0,1.0,3.293,93345.49
1.0,1.0,0.0,1.0,5.289,93350.78
1.0,0.0,1.0,1.0,2.622,93353.41
0.0,0.0,0.0,1.0,0.686,93354.09
1.0,0.0,0.0,1.0,5.292,93359.38
0.0,0.0,0.0,1.0,3.272,93362.66
1.0,1.0,0.0,1.0,5.316,93367.97
0.0,1.0,0.0,1.0,3.307,93371.27
0.0,0.0,1.0,1.0,2.699,93373.98
1.0,0.0,0.0,1.0,2.610,93376.586
0.0,0.0,0.0,1.0,3.296,93379.88
1.0,1.0,0.0,1.0,5.293,93385.18
1.0,0.0,1.0,1.0,2.625,93387.805
0.0,0.0,0.0,1.0,0.686,93388.49
1.0,0.0,0.0,1.0,5.316,93393.805
0.0,0.0,0.0,1.0,3.293,93397.09
1.0,1.0,0.0,1.0,5.324,93402.42
0.0,1.0,0.0,1.0,3.315,93405.734
0.0,0.0,1.0,1.0,2.719,93408.45
1.0,0.0,0.0,1.0,2.627,93411.08
0.0,0.0,0.0,1.0,3.312,93414.39
1.0,1.0,0.0,1.0,5.328,93419.72
1.0,0.0,1.0,1.0,2.625,93422.34
0.0,0.0,0.0,1.0,0.688,93423.03
1.0,0.0,0.0,1.0,5.351,93428.38
0.0,0.0,0.0,1.0,3.311,93431.695
1.0,1.0,0.0,1.0,5.346,93437.04
0.0,1.0,0.0,1.0,3.320,93440.36
0.0,0.0,1.0,1.0,2.721,93443.08
1.0,0.0,0.0,1.0,2.629,93445.7
0.0,0.0,0.0,1.0,3.315,93449.016
1.0,1.0,0.0,1.0,5.333,93454.35
1.0,0.0,1.0,1.0,2.633,93456.984
0.0,0.0,0.0,1.0,0.690,93457.67
1.0,0.0,0.0,1.0,5.350,93463.02
0.0,0.0,0.0,1.0,3.313,93466.336
1.0,1.0,0.0,1.0,5.355,93471.69
0.0,1.0,0.0,1.0,3.327,93475.016
0.0,0.0,1.0,1.0,2.730,93477.74
1.0,0.0,0.0,1.0,2.627,93480.37
0.0,0.0,0.0,1.0,3.330,93483.695
1.0,1.0,0.0,1.0,5.333,93489.03
1.0,0.0,1.0,1.0,2.626,93491.66
0.0,0.0,0.0,1.0,0.689,93492.34
1.0,0.0,0.0,1.0,5.362,93497.7
0.0,0.0,0.0,1.0,3.322,93501.02
1.0,1.0,0.0,1.0,5.346,93506.37
0.0,1.0,0.0,1.0,3.326,93509.695
0.0,0.0,1.0,1.0,2.728,93512.42
1.0,0.0,0.0,1.0,2.624,93515.05
0.0,0.0,0.0,1.0,3.334,93518.38
1.0,1.0,0.0,1.0,5.330,93523.71
1.0,0.0,1.0,1.0,2.619,93526.33
0.0,0.0,0.0,1.0,0.690,93527.016
1.0,0.0,0.0,1.0,5.364,93532.38
0.0,0.0,0.0,1.0,3.328,93535.71
1.0,1.0,0.0,1.0,5.351,93541.06
0.0,1.0,0.0,1.0,3.319,93544.38
0.0,0.0,1.0,1.0,2.737,93547.12
1.0,0.0,0.0,1.0,2.618,93549.734
0.0,0.0,0.0,1.0,3.324,93553.055
1.0,1.0,0.0,1.0,5.342,93558.4
1.0,0.0,1.0,1.0,2.626,93561.02
0.0,0.0,0.0,1.0,0.689,93561.71
1.0,0.0,0.0,1.0,5.350,93567.06
0.0,0.0,0.0,1.0,3.328,93570.39
1.0,1.0,0.0,1.0,5.351,93575.74
0.0,1.0,0.0,1.0,3.316,93579.055
0.0,0.0,1.0,1.0,2.737,93581.79
1.0,0.0,0.0,1.0,2.624,93584.414
0.0,0.0,0.0,1.0,3.332,93587.74
1.0,1.0,0.0,1.0,5.333,93593.08
1.0,0.0,1.0,1.0,2.635,93595.71
0.0,0.0,0.0,1.0,0.690,93596.4
1.0,0.0,0.0,1.0,5.350,93601.75
0.0,0.0,0.0,1.0,3.307,93605.055
1.0,1.0,0.0,1.0,5.354,93610.41
0.0,1.0,0.0,1.0,3.320,93613.73
0.0,0.0,1.0,1.0,2.722,93616.445
1.0,0.0,0.0,1.0,2.621,93619.06
0.0,0.0,0.0,1.0,3.322,93622.38
1.0,1.0,0.0,1.0,5.326,93627.71
1.0,0.0,1.0,1.0,2.626,93630.336
0.0,0.0,0.0,1.0,0.687,93631.02
1.0,0.0,0.0,1.0,5.337,93636.36
0.0,0.0,0.0,1.0,3.293,93639.66
1.0,1.0,0.0,1.0,5.333,93644.99
0.0,1.0,0.0,1.0,3.309,93648.3
0.0,0.0,1.0,1.0,2.717,93651.016
1.0,0.0,0.0,1.0,2.611,93653.625
0.0,0.0,0.0,1.0,3.301,93656.93
1.0,1.0,0.0,1.0,5.313,93662.24
1.0,0.0,1.0,1.0,2.610,93664.85
0.0,0.0,0.0,1.0,0.683,93665.53
1.0,0.0,0.0,1.0,5.314,93670.84
0.0,0.0,0.0,1.0,3.294,93674.14
1.0,1.0,0.0,1.0,5.283,93679.42
0.0,1.0,0.0,1.0,3.299,93682.72
0.0,0.0,1.0,1.0,2.688,93685.41
1.0,0.0,0.0,1.0,2.594,93688.0
0.0,0.0,0.0,1.0,3.285,93691.29
1.0,1.0,0.0,1.0,5.266,93696.555
1.0,0.0,1.0,1.0,2.608,93699.164
0.0,0.0,0.0,1.0,0.682,93699.84
1.0,0.0,0.0,1.0,5.275,93705.12
0.0,0.0,0.0,1.0,3.237,93708.35
1.0,1.0,0.0,1.0,5.275,93713.625
0.0,1.0,0.0,1.0,3.267,93716.89
0.0,0.0,1.0,1.0,2.679,93719.57
1.0,0.0,0.0,1.0,2.579,93722.15
0.0,0.0,0.0,1.0,3.247,93725.4
1.0,1.0,0.0,1.0,5.245,93730.64
1.0,0.0,1.0,1.0,2.583,93733.23
0.0,0.0,0.0,1.0,0.674,93733.9
1.0,0.0,0.0,1.0,5.242,93739.14
0.0,0.0,0.0,1.0,3.220,93742.36
1.0,1.0,0.0,1.0,5.233,93747.59
0.0,1.0,0.0,1.0,3.235,93750.83
0.0,0.0,1.0,1.0,2.686,93753.516
1.0,0.0,0.0,1.0,2.561,93756.08
0.0,0.0,0.0,1.0,3.230,93759.305
1.0,1.0,0.0,1.0,5.236,93764.54
1.0,0.0,1.0,1.0,2.576,93767.12
0.0,0.0,0.0,1.0,0.674,93767.79
1.0,0.0,0.0,1.0,5.233,93773.02
0.0,0.0,0.0,1.0,3.248,93776.27
1.0,1.0,0.0,1.0,5.251,93781.52
0.0,1.0,0.0,1.0,3.262,93784.79
0.0,0.0,1.0,1.0,2.679,93787.47
1.0,0.0,0.0,1.0,2.587,93790.055
0.0,0.0,0.0,1.0,3.263,93793.32
1.0,1.0,0.0,1.0,5.291,93798.61
1.0,0.0,1.0,1.0,2.607,93801.22
0.0,0.0,0.0,1.0,0.682,93801.9
1.0,0.0,0.0,1.0,5.323,93807.22
0.0,0.0,0.0,1.0,3.282,93810.5
1.0,1.0,0.0,1.0,5.359,93815.86
0.0,1.0,0.0,1.0,3.328,93819.19
0.0,0.0,1.0,1.0,2.727,93821.914
1.0,0.0,0.0,1.0,2.647,93824.56
0.0,0.0,0.0,1.0,3.336,93827.9
1.0,1.0,0.0,1.0,5.396,93833.3
1.0,0.0,1.0,1.0,2.657,93835.95
0.0,0.0,0.0,1.0,0.694,93836.65
1.0,0.0,0.0,1.0,5.425,93842.07
0.0,0.0,0.0,1.0,3.349,93845.42
1.0,1.0,0.0,1.0,5.425,93850.84
0.0,1.0,0.0,1.0,3.375,93854.22
0.0,0.0,1.0,1.0,2.762,93856.984
1.0,0.0,0.0,1.0,2.675,93859.66
0.0,0.0,0.0,1.0,3.378,93863.03
1.0,1.0,0.0,1.0,5.426,93868.46
1.0,0.0,1.0,1.0,2.673,93871.13
0.0,0.0,0.0,1.0,0.705,93871.836
1.0,0.0,0.0,1.0,5.444,93877.28
0.0,0.0,0.0,1.0,3.363,93880.65
1.0,1.0,0.0,1.0,5.439,93886.086
0.0,1.0,0.0,1.0,3.379,93889.46
0.0,0.0,1.0,1.0,2.769,93892.23
1.0,0.0,0.0,1.0,2.665,93894.89
0.0,0.0,0.0,1.0,3.378,93898.266
1.0,1.0,0.0,1.0,5.410,93903.67
1.0,0.0,1.0,1.0,2.657,93906.33
0.0,0.0,0.0,1.0,0.702,93907.03
1.0,0.0,0.0,1.0,5.412,93912.445
0.0,0.0,0.0,1.0,3.336,93915.78
1.0,1.0,0.0,1.0,5.397,93921.18
0.0,1.0,0.0,1.0,3.345,93924.52
0.0,0.0,1.0,1.0,2.742,93927.266
1.0,0.0,0.0,1.0,2.636,93929.9
0.0,0.0,0.0,1.0,3.341,93933.24
1.0,1.0,0.0,1.0,5.341,93938.586
1.0,0.0,1.0,1.0,2.629,93941.22
0.0,0.0,0.0,1.0,0.690,93941.91
1.0,0.0,0.0,1.0,5.351,93947.26
0.0,0.0,0.0,1.0,3.291,93950.55
1.0,1.0,0.0,1.0,5.337,93955.88
0.0,1.0,0.0,1.0,3.323,93959.2
0.0,0.0,1.0,1.0,2.697,93961.9
1.0,0.0,0.0,1.0,2.616,93964.516
0.0,0.0,0.0,1.0,3.298,93967.81
1.0,1.0,0.0,1.0,5.286,93973.1
1.0,0.0,1.0,1.0,2.594,93975.695
0.0,0.0,0.0,1.0,0.682,93976.375
1.0,0.0,0.0,1.0,5.271,93981.65
0.0,0.0,0.0,1.0,3.243,93984.89
1.0,1.0,0.0,1.0,5.228,93990.12
0.0,1.0,0.0,1.0,3.225,93993.34
0.0,0.0,1.0,1.0,2.676,93996.02
1.0,0.0,0.0,1.0,2.540,93998.56
0.0,0.0,0.0,1.0,3.256,94001.82
1.0,1.0,0.0,1.0,5.175,94006.99
1.0,0.0,1.0,1.0,2.548,94009.54
0.0,0.0,0.0,1.0,0.665,94010.2
1.0,0.0,0.0,1.0,5.177,94015.38
0.0,0.0,0.0,1.0,3.189,94018.57
1.0,1.0,0.0,1.0,5.180,94023.75
0.0,1.0,0.0,1.0,3.205,94026.95
0.0,0.0,1.0,1.0,2.635,94029.586
1.0,0.0,0.0,1.0,2.531,94032.12
0.0,0.0,0.0,1.0,3.195,94035.31
1.0,1.0,0.0,1.0,5.159,94040.47
1.0,0.0,1.0,1.0,2.525,94042.99
0.0,0.0,0.0,1.0,0.665,94043.66
1.0,0.0,0.0,1.0,5.186,94048.84
0.0,0.0,0.0,1.0,3.182,94052.02
1.0,1.0,0.0,1.0,5.186,94057.21
0.0,1.0,0.0,1.0,3.208,94060.42
0.0,0.0,1.0,1.0,2.650,94063.07
1.0,0.0,0.0,1.0,2.543,94065.62
0.0,0.0,0.0,1.0,3.226,94068.84
1.0,1.0,0.0,1.0,5.187,94074.03
1.0,0.0,1.0,1.0,2.554,94076.586
0.0,0.0,0.0,1.0,0.673,94077.26
1.0,0.0,0.0,1.0,5.221,94082.48
0.0,0.0,0.0,1.0,3.205,94085.68
1.0,1.0,0.0,1.0,5.248,94090.93
0.0,1.0,0.0,1.0,3.233,94094.164
0.0,0.0,1.0,1.0,2.690,94096.85
1.0,0.0,0.0,1.0,2.557,94099.41
0.0,0.0,0.0,1.0,3.289,94102.695
1.0,1.0,0.0,1.0,5.238,94107.93
1.0,0.0,1.0,1.0,2.581,94110.51
0.0,0.0,0.0,1.0,0.678,94111.19
1.0,0.0,0.0,1.0,5.281,94116.47
0.0,0.0,0.0,1.0,3.242,94119.71
1.0,1.0,0.0,1.0,5.302,94125.016
0.0,1.0,0.0,1.0,3.278,94128.3
0.0,0.0,1.0,1.0,2.708,94131.01
1.0,0.0,0.0,1.0,2.577,94133.586
0.0,0.0,0.0,1.0,3.322,94136.91
1.0,1.0,0.0,1.0,5.277,94142.18
1.0,0.0,1.0,1.0,2.592,94144.77
0.0,0.0,0.0,1.0,0.682,94145.45
1.0,0.0,0.0,1.0,5.301,94150.76
0.0,0.0,0.0,1.0,3.264,94154.02
1.0,1.0,0.0,1.0,5.289,94159.31
0.0,1.0,0.0,1.0,3.293,94162.6
0.0,0.0,1.0,1.0,2.688,94165.29
1.0,0.0,0.0,1.0,2.591,94167.88
0.0,0.0,0.0,1.0,3.285,94171.164
1.0,1.0,0.0,1.0,5.253,94176.414
1.0,0.0,1.0,1.0,2.589,94179.0
0.0,0.0,0.0,1.0,0.678,94179.68
1.0,0.0,0.0,1.0,5.265,94184.945
0.0,0.0,0.0,1.0,3.220,94188.164
1.0,1.0,0.0,1.0,5.264,94193.43
0.0,1.0,0.0,1.0,3.246,94196.67
0.0,0.0,1.0,1.0,2.667,94199.336
1.0,0.0,0.0,1.0,2.548,94201.88
0.0,0.0,0.0,1.0,3.270,94205.16
1.0,1.0,0.0,1.0,5.182,94210.336
1.0,0.0,1.0,1.0,2.556,94212.89
0.0,0.0,0.0,1.0,0.667,94213.555
1.0,0.0,0.0,1.0,5.199,94218.75
0.0,0.0,0.0,1.0,3.199,94221.945
1.0,1.0,0.0,1.0,5.170,94227.12
0.0,1.0,0.0,1.0,3.187,94230.305
0.0,0.0,1.0,1.0,2.655,94232.96
1.0,0.0,0.0,1.0,2.507,94235.47
0.0,0.0,0.0,1.0,3.235,94238.7
1.0,1.0,0.0,1.0,5.122,94243.83
1.0,0.0,1.0,1.0,2.508,94246.336
0.0,0.0,0.0,1.0,0.661,94247.0
1.0,0.0,0.0,1.0,5.156,94252.16
0.0,0.0,0.0,1.0,3.144,94255.3
1.0,1.0,0.0,1.0,5.129,94260.42
0.0,1.0,0.0,1.0,3.150,94263.57
0.0,0.0,1.0,1.0,2.628,94266.195
1.0,0.0,0.0,1.0,2.491,94268.69
0.0,0.0,0.0,1.0,3.195,94271.88
1.0,1.0,0.0,1.0,5.074,94276.95
MARK 067
0.0,0.0,1.0,1.0,52.895,94329.85
1.0,0.0,0.0,1.0,2.259,94332.11
0.0,0.0,0.0,1.0,2.888,94335.0
1.0,1.0,0.0,1.0,4.654,94339.66
1.0,0.0,1.0,1.0,2.269,94341.92
0.0,0.0,0.0,1.0,0.588,94342.51
1.0,0.0,0.0,1.0,4.673,94347.18
0.0,0.0,0.0,1.0,2.823,94350.0
1.0,1.0,0.0,1.0,4.656,94354.66
0.0,1.0,0.0,1.0,2.864,94357.52
0.0,0.0,1.0,1.0,2.394,94359.914
1.0,0.0,0.0,1.0,2.262,94362.18
0.0,0.0,0.0,1.0,2.863,94365.04
1.0,1.0,0.0,1.0,4.648,94369.69
1.0,0.0,1.0,1.0,2.261,94371.945
0.0,0.0,0.0,1.0,0.584,94372.53
1.0,0.0,0.0,1.0,4.667,94377.195
0.0,0.0,0.0,1.0,2.814,94380.01
1.0,1.0,0.0,1.0,4.665,94384.67
0.0,1.0,0.0,1.0,2.852,94387.52
0.0,0.0,1.0,1.0,2.388,94389.914
1.0,0.0,0.0,1.0,2.276,94392.19
0.0,0.0,0.0,1.0,2.872,94395.06
1.0,1.0,0.0,1.0,4.650,94399.71
1.0,0.0,1.0,1.0,2.255,94401.97
0.0,0.0,0.0,1.0,0.582,94402.555
1.0,0.0,0.0,1.0,4.678,94407.234
0.0,0.0,0.0,1.0,2.835,94410.07
1.0,1.0,0.0,1.0,4.666,94414.734
0.0,1.0,0.0,1.0,2.854,94417.586
0.0,0.0,1.0,1.0,2.379,94419.97
1.0,0.0,0.0,1.0,2.289,94422.26
0.0,0.0,0.0,1.0,2.859,94425.12
1.0,1.0,0.0,1.0,4.675,94429.79
1.0,0.0,1.0,1.0,2.270,94432.06
0.0,0.0,0.0,1.0,0.585,94432.65
1.0,0.0,0.0,1.0,4.697,94437.34
0.0,0.0,0.0,1.0,2.834,94440.18
1.0,1.0,0.0,1.0,4.660,94444.84
0.0,1.0,0.0,1.0,2.901,94447.74
0.0,0.0,1.0,1.0,2.403,94450.15
1.0,0.0,0.0,1.0,2.293,94452.445
0.0,0.0,0.0,1.0,2.879,94455.33
1.0,1.0,0.0,1.0,4.684,94460.016
1.0,0.0,1.0,1.0,2.279,94462.3
0.0,0.0,0.0,1.0,0.592,94462.89
1.0,0.0,0.0,1.0,4.714,94467.6
0.0,0.0,0.0,1.0,2.868,94470.47
1.0,1.0,0.0,1.0,4.708,94475.18
0.0,1.0,0.0,1.0,2.884,94478.06
0.0,0.0,1.0,1.0,2.404,94480.47
1.0,0.0,0.0,1.0,2.309,94482.78
0.0,0.0,0.0,1.0,2.900,94485.68
1.0,1.0,0.0,1.0,4.724,94490.41
1.0,0.0,1.0,1.0,2.291,94492.695
0.0,0.0,0.0,1.0,0.594,94493.29
1.0,0.0,0.0,1.0,4.742,94498.03
0.0,0.0,0.0,1.0,2.873,94500.91
1.0,1.0,0.0,1.0,4.733,94505.64
0.0,1.0,0.0,1.0,2.921,94508.56
0.0,0.0,1.0,1.0,2.412,94510.98
1.0,0.0,0.0,1.0,2.306,94513.28
0.0,0.0,0.0,1.0,2.921,94516.2
1.0,1.0,0.0,1.0,4.733,94520.94
1.0,0.0,1.0,1.0,2.300,94523.234
0.0,0.0,0.0,1.0,0.595,94523.83
1.0,0.0,0.0,1.0,4.763,94528.59
0.0,0.0,0.0,1.0,2.917,94531.51
1.0,1.0,0.0,1.0,4.736,94536.24
0.0,1.0,0.0,1.0,2.897,94539.14
0.0,0.0,1.0,1.0,2.424,94541.56
1.0,0.0,0.0,1.0,2.333,94543.9
0.0,0.0,0.0,1.0,2.914,94546.81
1.0,1.0,0.0,1.0,4.754,94551.57
1.0,0.0,1.0,1.0,2.330,94553.9
0.0,0.0,0.0,1.0,0.604,94554.5
1.0,0.0,0.0,1.0,4.746,94559.24
0.0,0.0,0.0,1.0,2.907,94562.15
1.0,1.0,0.0,1.0,4.743,94566.89
0.0,1.0,0.0,1.0,2.911,94569.805
0.0,0.0,1.0,1.0,2.417,94572.22
1.0,0.0,0.0,1.0,2.340,94574.56
0.0,0.0,0.0,1.0,2.913,94577.48
1.0,1.0,0.0,1.0,4.769,94582.24
1.0,0.0,1.0,1.0,2.328,94584.57
0.0,0.0,0.0,1.0,0.604,94585.17
1.0,0.0,0.0,1.0,4.774,94589.945
0.0,0.0,0.0,1.0,2.907,94592.85
1.0,1.0,0.0,1.0,4.775,94597.625
0.0,1.0,0.0,1.0,2.930,94600.555
0.0,0.0,1.0,1.0,2.424,94602.98
1.0,0.0,0.0,1.0,2.347,94605.32
0.0,0.0,0.0,1.0,2.934,94608.26
1.0,1.0,0.0,1.0,4.785,94613.04
1.0,0.0,1.0,1.0,2.336,94615.375
0.0,0.0,0.0,1.0,0.605,94615.98
1.0,0.0,0.0,1.0,4.783,94620.76
0.0,0.0,0.0,1.0,2.914,94623.67
1.0,1.0,0.0,1.0,4.791,94628.46
0.0,1.0,0.0,1.0,2.928,94631.39
0.0,0.0,1.0,1.0,2.431,94633.82
1.0,0.0,0.0,1.0,2.342,94636.164
0.0,0.0,0.0,1.0,2.922,94639.086
1.0,1.0,0.0,1.0,4.770,94643.86
1.0,0.0,1.0,1.0,2.338,94646.195
0.0,0.0,0.0,1.0,0.605,94646.8
1.0,0.0,0.0,1.0,4.742,94651.54
0.0,0.0,0.0,1.0,2.903,94654.445
1.0,1.0,0.0,1.0,4.747,94659.195
0.0,1.0,0.0,1.0,2.909,94662.1
0.0,0.0,1.0,1.0,2.413,94664.516
1.0,0.0,0.0,1.0,2.309,94666.83
0.0,0.0,0.0,1.0,2.899,94669.73
1.0,1.0,0.0,1.0,4.728,94674.45
1.0,0.0,1.0,1.0,2.309,94676.766
0.0,0.0,0.0,1.0,0.597,94677.36
1.0,0.0,0.0,1.0,4.712,94682.07
0.0,0.0,0.0,1.0,2.878,94684.945
1.0,1.0,0.0,1.0,4.699,94689.64
0.0,1.0,0.0,1.0,2.876,94692.516
0.0,0.0,1.0,1.0,2.394,94694.91
1.0,0.0,0.0,1.0,2.288,94697.195
0.0,0.0,0.0,1.0,2.878,94700.07
1.0,1.0,0.0,1.0,4.674,94704.74
1.0,0.0,1.0,1.0,2.273,94707.016
0.0,0.0,0.0,1.0,0.585,94707.6
1.0,0.0,0.0,1.0,4.691,94712.29
0.0,0.0,0.0,1.0,2.857,94715.15
1.0,1.0,0.0,1.0,4.659,94719.805
0.0,1.0,0.0,1.0,2.862,94722.664
0.0,0.0,1.0,1.0,2.380,94725.05
1.0,0.0,0.0,1.0,2.289,94727.336
0.0,0.0,0.0,1.0,2.858,94730.195
1.0,1.0,0.0,1.0,4.656,94734.85
1.0,0.0,1.0,1.0,2.280,94737.13
0.0,0.0,0.0,1.0,0.587,94737.72
1.0,0.0,0.0,1.0,4.668,94742.39
0.0,0.0,0.0,1.0,2.858,94745.25
1.0,1.0,0.0,1.0,4.652,94749.9
0.0,1.0,0.0,1.0,2.872,94752.77
0.0,0.0,1.0,1.0,2.371,94755.15
1.0,0.0,0.0,1.0,2.288,94757.44
0.0,0.0,0.0,1.0,2.861,94760.3
1.0,1.0,0.0,1.0,4.664,94764.96
1.0,0.0,1.0,1.0,2.278,94767.24
0.0,0.0,0.0,1.0,0.587,94767.83
1.0,0.0,0.0,1.0,4.675,94772.5
0.0,0.0,0.0,1.0,2.851,94775.35
1.0,1.0,0.0,1.0,4.662,94780.016
