#
PriLevel,SecLevel,Trigger,Sync,ToothTime,Time
Flag,Flag,Flag,Flag,ms,ms
MARK 000
1.0,1.0,0.0,1.0,4.482,41048.688
0.0,1.0,0.0,1.0,2.732,41051.418
0.0,0.0,1.0,1.0,2.270,41053.688
1.0,0.0,0.0,1.0,2.241,41055.93
0.0,0.0,0.0,1.0,2.730,41058.66
1.0,1.0,0.0,1.0,4.504,41063.164
1.0,0.0,1.0,1.0,2.161,41065.324
0.0,0.0,0.0,1.0,0.572,41065.895
1.0,0.0,0.0,1.0,4.536,41070.43
0.0,0.0,0.0,1.0,2.760,41073.19
1.0,1.0,0.0,1.0,4.526,41077.72
0.0,1.0,0.0,1.0,2.769,41080.49
0.0,0.0,1.0,1.0,2.301,41082.79
1.0,0.0,0.0,1.0,2.251,41085.04
0.0,0.0,0.0,1.0,2.791,41087.832
1.0,1.0,0.0,1.0,4.530,41092.363
1.0,0.0,1.0,1.0,2.206,41094.57
0.0,0.0,0.0,1.0,0.571,41095.14
1.0,0.0,0.0,1.0,4.601,41099.742
0.0,0.0,0.0,1.0,2.808,41102.55
1.0,1.0,0.0,1.0,4.569,41107.12
0.0,1.0,0.0,1.0,2.806,41109.926
0.0,0.0,1.0,1.0,2.341,41112.266
1.0,0.0,0.0,1.0,2.272,41114.54
0.0,0.0,0.0,1.0,2.805,41117.344
1.0,1.0,0.0,1.0,4.619,41121.96
1.0,0.0,1.0,1.0,2.237,41124.2
0.0,0.0,0.0,1.0,0.579,41124.777
1.0,0.0,0.0,1.0,4.656,41129.434
0.0,0.0,0.0,1.0,2.851,41132.285
1.0,1.0,0.0,1.0,4.621,41136.906
0.0,1.0,0.0,1.0,2.858,41139.766
0.0,0.0,1.0,1.0,2.377,41142.14
1.0,0.0,0.0,1.0,2.292,41144.434
0.0,0.0,0.0,1.0,2.858,41147.293
1.0,1.0,0.0,1.0,4.680,41151.973
1.0,0.0,1.0,1.0,2.287,41154.258
0.0,0.0,0.0,1.0,0.587,41154.844
1.0,0.0,0.0,1.0,4.714,41159.56
0.0,0.0,0.0,1.0,2.864,41162.42
1.0,1.0,0.0,1.0,4.722,41167.145
0.0,1.0,0.0,1.0,2.897,41170.043
0.0,0.0,1.0,1.0,2.403,41172.445
1.0,0.0,0.0,1.0,2.330,41174.777
0.0,0.0,0.0,1.0,2.905,41177.684
1.0,1.0,0.0,1.0,4.740,41182.42
1.0,0.0,1.0,1.0,2.318,41184.74
0.0,0.0,0.0,1.0,0.598,41185.336
1.0,0.0,0.0,1.0,4.769,41190.105
0.0,0.0,0.0,1.0,2.930,41193.035
1.0,1.0,0.0,1.0,4.769,41197.805
0.0,1.0,0.0,1.0,2.938,41200.742
0.0,0.0,1.0,1.0,2.445,41203.188
1.0,0.0,0.0,1.0,2.358,41205.547
0.0,0.0,0.0,1.0,2.943,41208.49
1.0,1.0,0.0,1.0,4.808,41213.297
1.0,0.0,1.0,1.0,2.359,41215.656
0.0,0.0,0.0,1.0,0.610,41216.266
1.0,0.0,0.0,1.0,4.819,41221.086
0.0,0.0,0.0,1.0,2.969,41224.055
1.0,1.0,0.0,1.0,4.833,41228.887
0.0,1.0,0.0,1.0,2.977,41231.863
0.0,0.0,1.0,1.0,2.468,41234.332
1.0,0.0,0.0,1.0,2.394,41236.727
0.0,0.0,0.0,1.0,2.998,41239.727
1.0,1.0,0.0,1.0,4.860,41244.586
1.0,0.0,1.0,1.0,2.392,41246.977
0.0,0.0,0.0,1.0,0.618,41247.594
1.0,0.0,0.0,1.0,4.903,41252.496
0.0,0.0,0.0,1.0,2.998,41255.496
1.0,1.0,0.0,1.0,4.916,41260.414
0.0,1.0,0.0,1.0,3.027,41263.44
0.0,0.0,1.0,1.0,2.515,41265.957
1.0,0.0,0.0,1.0,2.421,41268.38
0.0,0.0,0.0,1.0,3.039,41271.418
1.0,1.0,0.0,1.0,4.939,41276.355
1.0,0.0,1.0,1.0,2.437,41278.793
0.0,0.0,0.0,1.0,0.631,41279.426
1.0,0.0,0.0,1.0,4.964,41284.39
0.0,0.0,0.0,1.0,3.049,41287.44
1.0,1.0,0.0,1.0,4.985,41292.426
0.0,1.0,0.0,1.0,3.079,41295.504
0.0,0.0,1.0,1.0,2.555,41298.06
1.0,0.0,0.0,1.0,2.454,41300.51
0.0,0.0,0.0,1.0,3.094,41303.605
1.0,1.0,0.0,1.0,5.015,41308.62
1.0,0.0,1.0,1.0,2.460,41311.082
0.0,0.0,0.0,1.0,0.639,41311.723
1.0,0.0,0.0,1.0,5.034,41316.758
0.0,0.0,0.0,1.0,3.107,41319.863
1.0,1.0,0.0,1.0,5.047,41324.91
0.0,1.0,0.0,1.0,3.120,41328.03
0.0,0.0,1.0,1.0,2.580,41330.61
1.0,0.0,0.0,1.0,2.493,41333.1
0.0,0.0,0.0,1.0,3.119,41336.223
1.0,1.0,0.0,1.0,5.095,41341.316
1.0,0.0,1.0,1.0,2.488,41343.805
0.0,0.0,0.0,1.0,0.645,41344.45
1.0,0.0,0.0,1.0,5.116,41349.566
0.0,0.0,0.0,1.0,3.148,41352.715
1.0,1.0,0.0,1.0,5.125,41357.84
0.0,1.0,0.0,1.0,3.173,41361.01
0.0,0.0,1.0,1.0,2.622,41363.633
1.0,0.0,0.0,1.0,2.514,41366.15
0.0,0.0,0.0,1.0,3.159,41369.31
1.0,1.0,0.0,1.0,5.141,41374.45
1.0,0.0,1.0,1.0,2.522,41376.973
0.0,0.0,0.0,1.0,0.658,41377.63
1.0,0.0,0.0,1.0,5.147,41382.777
0.0,0.0,0.0,1.0,3.165,41385.94
1.0,1.0,0.0,1.0,5.128,41391.07
0.0,1.0,0.0,1.0,3.166,41394.24
0.0,0.0,1.0,1.0,2.634,41396.87
1.0,0.0,0.0,1.0,2.527,41399.4
0.0,0.0,0.0,1.0,3.175,41402.574
1.0,1.0,0.0,1.0,5.148,41407.723
1.0,0.0,1.0,1.0,2.526,41410.25
0.0,0.0,0.0,1.0,0.663,41410.914
1.0,0.0,0.0,1.0,5.184,41416.098
0.0,0.0,0.0,1.0,3.166,41419.266
1.0,1.0,0.0,1.0,5.169,41424.434
0.0,1.0,0.0,1.0,3.204,41427.637
0.0,0.0,1.0,1.0,2.649,41430.285
1.0,0.0,0.0,1.0,2.546,41432.832
0.0,0.0,0.0,1.0,3.210,41436.043
1.0,1.0,0.0,1.0,5.192,41441.234
1.0,0.0,1.0,1.0,2.570,41443.805
0.0,0.0,0.0,1.0,0.669,41444.473
1.0,0.0,0.0,1.0,5.211,41449.684
0.0,0.0,0.0,1.0,3.205,41452.887
1.0,1.0,0.0,1.0,5.218,41458.105
0.0,1.0,0.0,1.0,3.235,41461.34
0.0,0.0,1.0,1.0,2.655,41463.996
1.0,0.0,0.0,1.0,2.552,41466.547
0.0,0.0,0.0,1.0,3.220,41469.766
1.0,1.0,0.0,1.0,5.214,41474.98
1.0,0.0,1.0,1.0,2.571,41477.55
0.0,0.0,0.0,1.0,0.669,41478.22
1.0,0.0,0.0,1.0,5.217,41483.438
0.0,0.0,0.0,1.0,3.207,41486.645
1.0,1.0,0.0,1.0,5.213,41491.86
0.0,1.0,0.0,1.0,3.223,41495.082
0.0,0.0,1.0,1.0,2.660,41497.742
1.0,0.0,0.0,1.0,2.552,41500.293
0.0,0.0,0.0,1.0,3.224,41503.516
1.0,1.0,0.0,1.0,5.207,41508.723
1.0,0.0,1.0,1.0,2.569,41511.293
0.0,0.0,0.0,1.0,0.672,41511.965
1.0,0.0,0.0,1.0,5.207,41517.17
0.0,0.0,0.0,1.0,3.198,41520.37
1.0,1.0,0.0,1.0,5.211,41525.582
0.0,1.0,0.0,1.0,3.215,41528.797
0.0,0.0,1.0,1.0,2.662,41531.457
1.0,0.0,0.0,1.0,2.547,41534.004
0.0,0.0,0.0,1.0,3.198,41537.203
1.0,1.0,0.0,1.0,5.216,41542.418
1.0,0.0,1.0,1.0,2.554,41544.973
0.0,0.0,0.0,1.0,0.668,41545.64
1.0,0.0,0.0,1.0,5.194,41550.836
0.0,0.0,0.0,1.0,3.196,41554.03
1.0,1.0,0.0,1.0,5.182,41559.215
0.0,1.0,0.0,1.0,3.210,41562.426
0.0,0.0,1.0,1.0,2.645,41565.07
1.0,0.0,0.0,1.0,2.532,41567.6
0.0,0.0,0.0,1.0,3.182,41570.785
1.0,1.0,0.0,1.0,5.186,41575.973
1.0,0.0,1.0,1.0,2.540,41578.51
0.0,0.0,0.0,1.0,0.663,41579.176
1.0,0.0,0.0,1.0,5.164,41584.34
0.0,0.0,0.0,1.0,3.177,41587.516
1.0,1.0,0.0,1.0,5.137,41592.652
0.0,1.0,0.0,1.0,3.182,41595.836
0.0,0.0,1.0,1.0,2.631,41598.465
1.0,0.0,0.0,1.0,2.520,41600.984
0.0,0.0,0.0,1.0,3.161,41604.145
1.0,1.0,0.0,1.0,5.130,41609.273
1.0,0.0,1.0,1.0,2.510,41611.785
0.0,0.0,0.0,1.0,0.657,41612.44
1.0,0.0,0.0,1.0,5.121,41617.562
0.0,0.0,0.0,1.0,3.146,41620.707
1.0,1.0,0.0,1.0,5.093,41625.8
0.0,1.0,0.0,1.0,3.146,41628.945
0.0,0.0,1.0,1.0,2.611,41631.555
1.0,0.0,0.0,1.0,2.491,41634.047
0.0,0.0,0.0,1.0,3.143,41637.19
1.0,1.0,0.0,1.0,5.080,41642.27
1.0,0.0,1.0,1.0,2.492,41644.76
0.0,0.0,0.0,1.0,0.649,41645.41
1.0,0.0,0.0,1.0,5.071,41650.48
0.0,0.0,0.0,1.0,3.128,41653.61
1.0,1.0,0.0,1.0,5.069,41658.68
0.0,1.0,0.0,1.0,3.139,41661.82
0.0,0.0,1.0,1.0,2.592,41664.414
1.0,0.0,0.0,1.0,2.483,41666.9
0.0,0.0,0.0,1.0,3.135,41670.035
1.0,1.0,0.0,1.0,5.061,41675.098
1.0,0.0,1.0,1.0,2.464,41677.562
0.0,0.0,0.0,1.0,0.638,41678.2
1.0,0.0,0.0,1.0,5.086,41683.285
0.0,0.0,0.0,1.0,3.102,41686.387
1.0,1.0,0.0,1.0,5.048,41691.434
0.0,1.0,0.0,1.0,3.112,41694.547
0.0,0.0,1.0,1.0,2.587,41697.133
1.0,0.0,0.0,1.0,2.472,41699.605
0.0,0.0,0.0,1.0,3.124,41702.73
1.0,1.0,0.0,1.0,5.034,41707.766
1.0,0.0,1.0,1.0,2.481,41710.246
0.0,0.0,0.0,1.0,0.645,41710.89
1.0,0.0,0.0,1.0,5.058,41715.95
0.0,0.0,0.0,1.0,3.104,41719.055
1.0,1.0,0.0,1.0,5.107,41724.16
0.0,1.0,0.0,1.0,3.142,41727.3
0.0,0.0,1.0,1.0,2.616,41729.918
1.0,0.0,0.0,1.0,2.513,41732.43
0.0,0.0,0.0,1.0,3.166,41735.598
1.0,1.0,0.0,1.0,5.140,41740.74
1.0,0.0,1.0,1.0,2.534,41743.273
0.0,0.0,0.0,1.0,0.661,41743.934
1.0,0.0,0.0,1.0,5.180,41749.113
0.0,0.0,0.0,1.0,3.212,41752.324
1.0,1.0,0.0,1.0,5.217,41757.543
0.0,1.0,0.0,1.0,3.239,41760.78
0.0,0.0,1.0,1.0,2.682,41763.46
1.0,0.0,0.0,1.0,2.574,41766.035
0.0,0.0,0.0,1.0,3.268,41769.305
1.0,1.0,0.0,1.0,5.273,41774.58
1.0,0.0,1.0,1.0,2.598,41777.176
0.0,0.0,0.0,1.0,0.678,41777.855
1.0,0.0,0.0,1.0,5.298,41783.152
0.0,0.0,0.0,1.0,3.293,41786.445
1.0,1.0,0.0,1.0,5.296,41791.742
0.0,1.0,0.0,1.0,3.293,41795.035
0.0,0.0,1.0,1.0,2.705,41797.742
1.0,0.0,0.0,1.0,2.604,41800.348
0.0,0.0,0.0,1.0,3.285,41803.633
1.0,1.0,0.0,1.0,5.297,41808.93
1.0,0.0,1.0,1.0,2.613,41811.543
0.0,0.0,0.0,1.0,0.684,41812.227
1.0,0.0,0.0,1.0,5.293,41817.52
0.0,0.0,0.0,1.0,3.262,41820.78
1.0,1.0,0.0,1.0,5.302,41826.082
0.0,1.0,0.0,1.0,3.284,41829.367
0.0,0.0,1.0,1.0,2.693,41832.062
1.0,0.0,0.0,1.0,2.588,41834.65
0.0,0.0,0.0,1.0,3.246,41837.895
1.0,1.0,0.0,1.0,5.291,41843.184
1.0,0.0,1.0,1.0,2.589,41845.773
0.0,0.0,0.0,1.0,0.676,41846.45
1.0,0.0,0.0,1.0,5.265,41851.715
0.0,0.0,0.0,1.0,3.257,41854.973
1.0,1.0,0.0,1.0,5.240,41860.215
0.0,1.0,0.0,1.0,3.257,41863.473
0.0,0.0,1.0,1.0,2.674,41866.15
1.0,0.0,0.0,1.0,2.567,41868.715
0.0,0.0,0.0,1.0,3.229,41871.945
1.0,1.0,0.0,1.0,5.240,41877.184
1.0,0.0,1.0,1.0,2.574,41879.758
0.0,0.0,0.0,1.0,0.674,41880.434
1.0,0.0,0.0,1.0,5.238,41885.67
0.0,0.0,0.0,1.0,3.209,41888.88
1.0,1.0,0.0,1.0,5.240,41894.12
0.0,1.0,0.0,1.0,3.231,41897.35
0.0,0.0,1.0,1.0,2.672,41900.023
1.0,0.0,0.0,1.0,2.554,41902.58
0.0,0.0,0.0,1.0,3.216,41905.793
1.0,1.0,0.0,1.0,5.216,41911.008
1.0,0.0,1.0,1.0,2.563,41913.57
0.0,0.0,0.0,1.0,0.669,41914.24
1.0,0.0,0.0,1.0,5.207,41919.445
0.0,0.0,0.0,1.0,3.229,41922.676
1.0,1.0,0.0,1.0,5.186,41927.863
0.0,1.0,0.0,1.0,3.208,41931.07
0.0,0.0,1.0,1.0,2.658,41933.73
1.0,0.0,0.0,1.0,2.546,41936.277
0.0,0.0,0.0,1.0,3.194,41939.473
1.0,1.0,0.0,1.0,5.183,41944.656
1.0,0.0,1.0,1.0,2.549,41947.207
0.0,0.0,0.0,1.0,0.665,41947.87
1.0,0.0,0.0,1.0,5.172,41953.043
0.0,0.0,0.0,1.0,3.190,41956.234
1.0,1.0,0.0,1.0,5.147,41961.383
0.0,1.0,0.0,1.0,3.192,41964.574
0.0,0.0,1.0,1.0,2.631,41967.203
1.0,0.0,0.0,1.0,2.523,41969.727
0.0,0.0,0.0,1.0,3.174,41972.902
1.0,1.0,0.0,1.0,5.140,41978.043
1.0,0.0,1.0,1.0,2.526,41980.57
0.0,0.0,0.0,1.0,0.660,41981.23
1.0,0.0,0.0,1.0,5.151,41986.383
0.0,0.0,0.0,1.0,3.177,41989.56
1.0,1.0,0.0,1.0,5.141,41994.7
0.0,1.0,0.0,1.0,3.172,41997.87
0.0,0.0,1.0,1.0,2.631,42000.504
MARK 028
1.0,0.0,0.0,1.0,68.791,42069.297
0.0,0.0,0.0,1.0,3.251,42072.547
1.0,1.0,0.0,1.0,5.287,42077.832
0.0,1.0,0.0,1.0,3.285,42081.117
0.0,0.0,1.0,1.0,2.701,42083.816
1.0,0.0,0.0,1.0,2.601,42086.418
0.0,0.0,0.0,1.0,3.287,42089.707
1.0,1.0,0.0,1.0,5.312,42095.02
1.0,0.0,1.0,1.0,2.624,42097.645
0.0,0.0,0.0,1.0,0.688,42098.332
1.0,0.0,0.0,1.0,5.334,42103.668
0.0,0.0,0.0,1.0,3.289,42106.957
1.0,1.0,0.0,1.0,5.349,42112.305
0.0,1.0,0.0,1.0,3.312,42115.617
0.0,0.0,1.0,1.0,2.724,42118.34
1.0,0.0,0.0,1.0,2.625,42120.965
0.0,0.0,0.0,1.0,3.318,42124.285
1.0,1.0,0.0,1.0,5.337,42129.62
1.0,0.0,1.0,1.0,2.636,42132.258
0.0,0.0,0.0,1.0,0.690,42132.95
1.0,0.0,0.0,1.0,5.345,42138.293
0.0,0.0,0.0,1.0,3.308,42141.6
1.0,1.0,0.0,1.0,5.355,42146.957
0.0,1.0,0.0,1.0,3.327,42150.285
0.0,0.0,1.0,1.0,2.726,42153.01
1.0,0.0,0.0,1.0,2.618,42155.63
0.0,0.0,0.0,1.0,3.316,42158.945
1.0,1.0,0.0,1.0,5.318,42164.26
1.0,0.0,1.0,1.0,2.635,42166.895
0.0,0.0,0.0,1.0,0.687,42167.582
1.0,0.0,0.0,1.0,5.302,42172.883
0.0,0.0,0.0,1.0,3.280,42176.164
1.0,1.0,0.0,1.0,5.307,42181.473
0.0,1.0,0.0,1.0,3.299,42184.77
0.0,0.0,1.0,1.0,2.686,42187.457
1.0,0.0,0.0,1.0,2.591,42190.047
0.0,0.0,0.0,1.0,3.273,42193.32
1.0,1.0,0.0,1.0,5.248,42198.566
1.0,0.0,1.0,1.0,2.592,42201.16
0.0,0.0,0.0,1.0,0.676,42201.836
1.0,0.0,0.0,1.0,5.250,42207.086
0.0,0.0,0.0,1.0,3.224,42210.31
1.0,1.0,0.0,1.0,5.253,42215.562
0.0,1.0,0.0,1.0,3.251,42218.812
0.0,0.0,1.0,1.0,2.670,42221.484
1.0,0.0,0.0,1.0,2.564,42224.047
0.0,0.0,0.0,1.0,3.224,42227.27
1.0,1.0,0.0,1.0,5.239,42232.508
1.0,0.0,1.0,1.0,2.573,42235.082
0.0,0.0,0.0,1.0,0.671,42235.754
1.0,0.0,0.0,1.0,5.237,42240.992
0.0,0.0,0.0,1.0,3.231,42244.223
1.0,1.0,0.0,1.0,5.226,42249.45
0.0,1.0,0.0,1.0,3.243,42252.69
0.0,0.0,1.0,1.0,2.691,42255.383
1.0,0.0,0.0,1.0,2.569,42257.953
0.0,0.0,0.0,1.0,3.265,42261.22
1.0,1.0,0.0,1.0,5.236,42266.457
1.0,0.0,1.0,1.0,2.591,42269.047
0.0,0.0,0.0,1.0,0.677,42269.723
1.0,0.0,0.0,1.0,5.265,42274.99
0.0,0.0,0.0,1.0,3.283,42278.27
1.0,1.0,0.0,1.0,5.262,42283.53
0.0,1.0,0.0,1.0,3.280,42286.812
0.0,0.0,1.0,1.0,2.689,42289.5
1.0,0.0,0.0,1.0,2.596,42292.098
0.0,0.0,0.0,1.0,3.289,42295.387
1.0,1.0,0.0,1.0,5.291,42300.676
1.0,0.0,1.0,1.0,2.622,42303.297
0.0,0.0,0.0,1.0,0.684,42303.98
1.0,0.0,0.0,1.0,5.326,42309.305
0.0,0.0,0.0,1.0,3.276,42312.582
1.0,1.0,0.0,1.0,5.342,42317.926
0.0,1.0,0.0,1.0,3.318,42321.246
0.0,0.0,1.0,1.0,2.729,42323.977
1.0,0.0,0.0,1.0,2.624,42326.6
0.0,0.0,0.0,1.0,3.334,42329.938
1.0,1.0,0.0,1.0,5.337,42335.273
1.0,0.0,1.0,1.0,2.646,42337.918
0.0,0.0,0.0,1.0,0.690,42338.61
1.0,0.0,0.0,1.0,5.368,42343.977
0.0,0.0,0.0,1.0,3.324,42347.3
1.0,1.0,0.0,1.0,5.372,42352.67
0.0,1.0,0.0,1.0,3.343,42356.016
0.0,0.0,1.0,1.0,2.738,42358.754
1.0,0.0,0.0,1.0,2.641,42361.395
0.0,0.0,0.0,1.0,3.340,42364.734
1.0,1.0,0.0,1.0,5.380,42370.113
1.0,0.0,1.0,1.0,2.639,42372.754
0.0,0.0,0.0,1.0,0.694,42373.45
1.0,0.0,0.0,1.0,5.380,42378.83
0.0,0.0,0.0,1.0,3.320,42382.15
1.0,1.0,0.0,1.0,5.372,42387.52
0.0,1.0,0.0,1.0,3.334,42390.85
0.0,0.0,1.0,1.0,2.725,42393.58
1.0,0.0,0.0,1.0,2.628,42396.207
0.0,0.0,0.0,1.0,3.338,42399.547
1.0,1.0,0.0,1.0,5.331,42404.88
1.0,0.0,1.0,1.0,2.645,42407.523
0.0,0.0,0.0,1.0,0.692,42408.215
1.0,0.0,0.0,1.0,5.348,42413.562
0.0,0.0,0.0,1.0,3.302,42416.863
1.0,1.0,0.0,1.0,5.361,42422.223
0.0,1.0,0.0,1.0,3.315,42425.54
0.0,0.0,1.0,1.0,2.728,42428.266
1.0,0.0,0.0,1.0,2.627,42430.89
0.0,0.0,0.0,1.0,3.320,42434.21
1.0,1.0,0.0,1.0,5.339,42439.55
1.0,0.0,1.0,1.0,2.645,42442.195
0.0,0.0,0.0,1.0,0.691,42442.887
1.0,0.0,0.0,1.0,5.345,42448.23
0.0,0.0,0.0,1.0,3.305,42451.535
1.0,1.0,0.0,1.0,5.360,42456.895
0.0,1.0,0.0,1.0,3.332,42460.227
0.0,0.0,1.0,1.0,2.726,42462.953
1.0,0.0,0.0,1.0,2.634,42465.586
0.0,0.0,0.0,1.0,3.343,42468.93
1.0,1.0,0.0,1.0,5.355,42474.285
1.0,0.0,1.0,1.0,2.641,42476.926
0.0,0.0,0.0,1.0,0.690,42477.617
1.0,0.0,0.0,1.0,5.373,42482.992
0.0,0.0,0.0,1.0,3.320,42486.312
1.0,1.0,0.0,1.0,5.370,42491.684
0.0,1.0,0.0,1.0,3.342,42495.023
0.0,0.0,1.0,1.0,2.732,42497.754
1.0,0.0,0.0,1.0,2.642,42500.395
0.0,0.0,0.0,1.0,3.344,42503.74
1.0,1.0,0.0,1.0,5.371,42509.11
1.0,0.0,1.0,1.0,2.655,42511.766
0.0,0.0,0.0,1.0,0.696,42512.46
1.0,0.0,0.0,1.0,5.385,42517.848
0.0,0.0,0.0,1.0,3.343,42521.19
1.0,1.0,0.0,1.0,5.379,42526.57
0.0,1.0,0.0,1.0,3.357,42529.926
0.0,0.0,1.0,1.0,2.743,42532.668
1.0,0.0,0.0,1.0,2.645,42535.312
0.0,0.0,0.0,1.0,3.342,42538.652
1.0,1.0,0.0,1.0,5.391,42544.043
1.0,0.0,1.0,1.0,2.658,42546.703
0.0,0.0,0.0,1.0,0.696,42547.4
1.0,0.0,0.0,1.0,5.381,42552.78
0.0,0.0,0.0,1.0,3.323,42556.105
1.0,1.0,0.0,1.0,5.365,42561.47
0.0,1.0,0.0,1.0,3.353,42564.82
0.0,0.0,1.0,1.0,2.721,42567.543
1.0,0.0,0.0,1.0,2.637,42570.18
0.0,0.0,0.0,1.0,3.333,42573.51
1.0,1.0,0.0,1.0,5.347,42578.86
1.0,0.0,1.0,1.0,2.652,42581.51
0.0,0.0,0.0,1.0,0.692,42582.203
1.0,0.0,0.0,1.0,5.355,42587.56
0.0,0.0,0.0,1.0,3.301,42590.86
1.0,1.0,0.0,1.0,5.347,42596.207
0.0,1.0,0.0,1.0,3.324,42599.53
0.0,0.0,1.0,1.0,2.721,42602.254
1.0,0.0,0.0,1.0,2.623,42604.875
0.0,0.0,0.0,1.0,3.326,42608.2
1.0,1.0,0.0,1.0,5.330,42613.53
1.0,0.0,1.0,1.0,2.637,42616.168
0.0,0.0,0.0,1.0,0.690,42616.86
1.0,0.0,0.0,1.0,5.343,42622.203
0.0,0.0,0.0,1.0,3.307,42625.508
1.0,1.0,0.0,1.0,5.343,42630.85
0.0,1.0,0.0,1.0,3.324,42634.176
0.0,0.0,1.0,1.0,2.730,42636.906
1.0,0.0,0.0,1.0,2.627,42639.53
0.0,0.0,0.0,1.0,3.336,42642.867
1.0,1.0,0.0,1.0,5.345,42648.21
1.0,0.0,1.0,1.0,2.643,42650.855
0.0,0.0,0.0,1.0,0.691,42651.547
1.0,0.0,0.0,1.0,5.368,42656.914
0.0,0.0,0.0,1.0,3.316,42660.23
1.0,1.0,0.0,1.0,5.372,42665.6
0.0,1.0,0.0,1.0,3.341,42668.94
0.0,0.0,1.0,1.0,2.744,42671.684
1.0,0.0,0.0,1.0,2.648,42674.332
0.0,0.0,0.0,1.0,3.354,42677.688
1.0,1.0,0.0,1.0,5.382,42683.07
1.0,0.0,1.0,1.0,2.660,42685.73
0.0,0.0,0.0,1.0,0.696,42686.426
1.0,0.0,0.0,1.0,5.419,42691.844
0.0,0.0,0.0,1.0,3.344,42695.188
1.0,1.0,0.0,1.0,5.425,42700.613
0.0,1.0,0.0,1.0,3.376,42703.99
0.0,0.0,1.0,1.0,2.763,42706.75
1.0,0.0,0.0,1.0,2.666,42709.414
0.0,0.0,0.0,1.0,3.379,42712.793
1.0,1.0,0.0,1.0,5.437,42718.23
1.0,0.0,1.0,1.0,2.676,42720.906
0.0,0.0,0.0,1.0,0.700,42721.605
1.0,0.0,0.0,1.0,5.448,42727.055
0.0,0.0,0.0,1.0,3.391,42730.445
1.0,1.0,0.0,1.0,5.436,42735.883
0.0,1.0,0.0,1.0,3.387,42739.27
0.0,0.0,1.0,1.0,2.787,42742.055
1.0,0.0,0.0,1.0,2.678,42744.734
0.0,0.0,0.0,1.0,3.401,42748.137
1.0,1.0,0.0,1.0,5.457,42753.594
1.0,0.0,1.0,1.0,2.685,42756.277
0.0,0.0,0.0,1.0,0.702,42756.98
1.0,0.0,0.0,1.0,5.475,42762.457
0.0,0.0,0.0,1.0,3.369,42765.824
1.0,1.0,0.0,1.0,5.473,42771.297
0.0,1.0,0.0,1.0,3.404,42774.7
0.0,0.0,1.0,1.0,2.777,42777.477
1.0,0.0,0.0,1.0,2.681,42780.156
0.0,0.0,0.0,1.0,3.393,42783.55
1.0,1.0,0.0,1.0,5.446,42788.996
1.0,0.0,1.0,1.0,2.683,42791.68
0.0,0.0,0.0,1.0,0.701,42792.38
1.0,0.0,0.0,1.0,5.451,42797.83
0.0,0.0,0.0,1.0,3.362,42801.19
1.0,1.0,0.0,1.0,5.447,42806.637
0.0,1.0,0.0,1.0,3.388,42810.023
0.0,0.0,1.0,1.0,2.761,42812.785
1.0,0.0,0.0,1.0,2.676,42815.46
0.0,0.0,0.0,1.0,3.375,42818.836
1.0,1.0,0.0,1.0,5.421,42824.258
1.0,0.0,1.0,1.0,2.676,42826.934
0.0,0.0,0.0,1.0,0.700,42827.633
1.0,0.0,0.0,1.0,5.436,42833.07
0.0,0.0,0.0,1.0,3.362,42836.434
1.0,1.0,0.0,1.0,5.429,42841.863
0.0,1.0,0.0,1.0,3.392,42845.254
0.0,0.0,1.0,1.0,2.756,42848.008
1.0,0.0,0.0,1.0,2.679,42850.688
0.0,0.0,0.0,1.0,3.378,42854.066
1.0,1.0,0.0,1.0,5.429,42859.496
1.0,0.0,1.0,1.0,2.678,42862.17
0.0,0.0,0.0,1.0,0.701,42862.87
1.0,0.0,0.0,1.0,5.429,42868.3
0.0,0.0,0.0,1.0,3.355,42871.656
1.0,1.0,0.0,1.0,5.426,42877.082
0.0,1.0,0.0,1.0,3.385,42880.47
0.0,0.0,1.0,1.0,2.754,42883.223
1.0,0.0,0.0,1.0,2.664,42885.887
0.0,0.0,0.0,1.0,3.375,42889.26
1.0,1.0,0.0,1.0,5.414,42894.676
1.0,0.0,1.0,1.0,2.684,42897.36
0.0,0.0,0.0,1.0,0.700,42898.06
1.0,0.0,0.0,1.0,5.418,42903.477
0.0,0.0,0.0,1.0,3.349,42906.824
1.0,1.0,0.0,1.0,5.436,42912.26
0.0,1.0,0.0,1.0,3.390,42915.652
0.0,0.0,1.0,1.0,2.757,42918.41
1.0,0.0,0.0,1.0,2.669,42921.08
0.0,0.0,0.0,1.0,3.357,42924.434
1.0,1.0,0.0,1.0,5.434,42929.867
1.0,0.0,1.0,1.0,2.684,42932.55
0.0,0.0,0.0,1.0,0.706,42933.258
1.0,0.0,0.0,1.0,5.417,42938.676
0.0,0.0,0.0,1.0,3.372,42942.047
1.0,1.0,0.0,1.0,5.423,42947.47
0.0,1.0,0.0,1.0,3.390,42950.86
0.0,0.0,1.0,1.0,2.763,42953.62
1.0,0.0,0.0,1.0,2.676,42956.297
0.0,0.0,0.0,1.0,3.374,42959.67
1.0,1.0,0.0,1.0,5.426,42965.098
1.0,0.0,1.0,1.0,2.681,42967.777
0.0,0.0,0.0,1.0,0.704,42968.48
1.0,0.0,0.0,1.0,5.441,42973.92
0.0,0.0,0.0,1.0,3.368,42977.29
1.0,1.0,0.0,1.0,5.444,42982.734
0.0,1.0,0.0,1.0,3.398,42986.133
